"CBSA","CBSA Code","Date","AQI","Category","Defining Parameter","Defining Site","Number of Sites Reporting"
"Laredo, TX","29700","2020-01-18",22,"Good","Ozone","48-479-0016",2
"Laredo, TX","29700","2020-01-19",32,"Good","Ozone","48-479-0016",2
"Laredo, TX","29700","2020-01-20",36,"Good","Ozone","48-479-0016",2
"Laredo, TX","29700","2020-01-21",36,"Good","Ozone","48-479-0016",2
"Laredo, TX","29700","2020-01-22",31,"Good","PM2.5","48-479-0313",2
"Laredo, TX","29700","2020-01-23",25,"Good","Ozone","48-479-0016",2
"Laredo, TX","29700","2020-01-24",35,"Good","Ozone","48-479-0016",2
"Laredo, TX","29700","2020-01-25",25,"Good","PM2.5","48-479-0313",2
"Laredo, TX","29700","2020-01-26",33,"Good","Ozone","48-479-0016",2
"Laredo, TX","29700","2020-01-27",37,"Good","Ozone","48-479-0016",2
"Laredo, TX","29700","2020-01-28",34,"Good","Ozone","48-479-0016",2
"Laredo, TX","29700","2020-01-29",27,"Good","PM2.5","48-479-0313",2
"Laredo, TX","29700","2020-01-30",37,"Good","PM2.5","48-479-0313",2
"Laredo, TX","29700","2020-01-31",35,"Good","PM2.5","48-479-0313",2
"Laredo, TX","29700","2020-02-01",3,"Good","CO","48-479-0016",1
"Las Cruces, NM","29740","2020-01-01",41,"Good","PM2.5","35-013-0016",7
"Las Cruces, NM","29740","2020-01-02",13,"Good","PM2.5","35-013-0025",7
"Las Cruces, NM","29740","2020-01-03",16,"Good","PM10","35-013-0016",7
"Las Cruces, NM","29740","2020-01-04",22,"Good","PM10","35-013-0016",7
"Las Cruces, NM","29740","2020-01-05",33,"Good","PM2.5","35-013-0016",7
"Las Cruces, NM","29740","2020-01-06",36,"Good","PM10","35-013-0021",7
"Las Cruces, NM","29740","2020-01-07",43,"Good","PM10","35-013-0021",7
"Las Cruces, NM","29740","2020-01-08",42,"Good","PM10","35-013-0016",7
"Las Cruces, NM","29740","2020-01-09",41,"Good","PM10","35-013-0016",7
"Las Cruces, NM","29740","2020-01-10",44,"Good","PM10","35-013-0016",7
"Las Cruces, NM","29740","2020-01-11",16,"Good","PM10","35-013-0016",7
"Las Cruces, NM","29740","2020-01-12",25,"Good","PM10","35-013-0021",7
"Las Cruces, NM","29740","2020-01-13",42,"Good","PM10","35-013-0016",7
"Las Cruces, NM","29740","2020-01-14",52,"Moderate","PM10","35-013-0016",7
"Las Cruces, NM","29740","2020-01-15",73,"Moderate","PM10","35-013-0016",7
"Las Cruces, NM","29740","2020-01-16",40,"Good","PM2.5","35-013-0022",7
"Las Cruces, NM","29740","2020-01-17",30,"Good","PM2.5","35-013-0022",7
"Las Cruces, NM","29740","2020-01-18",18,"Good","PM2.5","35-013-0022",7
"Las Cruces, NM","29740","2020-01-19",28,"Good","PM2.5","35-013-0022",7
"Las Cruces, NM","29740","2020-01-20",21,"Good","PM10","35-013-0021",7
"Las Cruces, NM","29740","2020-01-21",35,"Good","PM2.5","35-013-0022",7
"Las Cruces, NM","29740","2020-01-22",15,"Good","PM2.5","35-013-0025",7
"Las Cruces, NM","29740","2020-01-23",16,"Good","PM10","35-013-0016",7
"Las Cruces, NM","29740","2020-01-24",41,"Good","PM2.5","35-013-0022",7
"Las Cruces, NM","29740","2020-01-25",37,"Good","PM2.5","35-013-0016",7
"Las Cruces, NM","29740","2020-01-26",22,"Good","PM10","35-013-0016",7
"Las Cruces, NM","29740","2020-01-27",37,"Good","PM10","35-013-0016",6
"Las Cruces, NM","29740","2020-01-28",24,"Good","PM10","35-013-0016",6
"Las Cruces, NM","29740","2020-01-29",38,"Good","PM10","35-013-0021",6
"Las Cruces, NM","29740","2020-01-30",25,"Good","PM10","35-013-0016",6
"Las Cruces, NM","29740","2020-01-31",30,"Good","PM10","35-013-0016",6
"Las Cruces, NM","29740","2020-02-01",20,"Good","PM10","35-013-0016",7
"Las Cruces, NM","29740","2020-02-02",26,"Good","PM2.5","35-013-0016",7
"Las Cruces, NM","29740","2020-02-03",86,"Moderate","PM10","35-013-0021",7
"Las Cruces, NM","29740","2020-02-04",24,"Good","PM2.5","35-013-0025",7
"Las Cruces, NM","29740","2020-02-05",15,"Good","PM2.5","35-013-0022",7
"Las Cruces, NM","29740","2020-02-06",17,"Good","PM10","35-013-0021",6
"Las Cruces, NM","29740","2020-02-07",21,"Good","PM10","35-013-0016",6
"Las Cruces, NM","29740","2020-02-08",18,"Good","PM10","35-013-0016",6
"Las Cruces, NM","29740","2020-02-09",18,"Good","PM10","35-013-0016",6
"Las Cruces, NM","29740","2020-02-10",22,"Good","PM2.5","35-013-0022",6
"Las Cruces, NM","29740","2020-02-11",18,"Good","PM2.5","35-013-0022",7
"Las Cruces, NM","29740","2020-02-12",16,"Good","PM2.5","35-013-0025",7
"Las Cruces, NM","29740","2020-02-13",48,"Good","PM2.5","35-013-0016",7
"Las Cruces, NM","29740","2020-02-14",36,"Good","PM2.5","35-013-0022",7
"Las Cruces, NM","29740","2020-02-15",23,"Good","PM10","35-013-0016",7
"Las Cruces, NM","29740","2020-02-16",18,"Good","PM10","35-013-0016",7
"Las Cruces, NM","29740","2020-02-17",17,"Good","PM2.5","35-013-0016",7
"Las Cruces, NM","29740","2020-02-18",42,"Good","PM10","35-013-0021",7
"Las Cruces, NM","29740","2020-02-19",55,"Moderate","PM10","35-013-0021",7
"Las Cruces, NM","29740","2020-02-20",49,"Good","PM2.5","35-013-0022",7
"Las Cruces, NM","29740","2020-02-21",49,"Good","PM2.5","35-013-0022",7
"Las Cruces, NM","29740","2020-02-22",42,"Good","PM2.5","35-013-0025",7
"Las Cruces, NM","29740","2020-02-23",36,"Good","PM10","35-013-0021",7
"Las Cruces, NM","29740","2020-02-24",13,"Good","PM2.5","35-013-0025",7
"Las Cruces, NM","29740","2020-02-25",25,"Good","PM10","35-013-0016",6
"Las Cruces, NM","29740","2020-02-26",31,"Good","PM10","35-013-0021",7
"Las Cruces, NM","29740","2020-02-27",31,"Good","PM2.5","35-013-0016",7
"Las Cruces, NM","29740","2020-02-28",44,"Good","PM10","35-013-0021",7
"Las Cruces, NM","29740","2020-02-29",37,"Good","PM10","35-013-0021",7
"Las Cruces, NM","29740","2020-03-01",46,"Good","PM2.5","35-013-0016",7
"Las Cruces, NM","29740","2020-03-02",34,"Good","PM10","35-013-0016",7
"Las Cruces, NM","29740","2020-03-03",15,"Good","PM2.5","35-013-0025",7
"Las Cruces, NM","29740","2020-03-04",17,"Good","PM2.5","35-013-0025",6
"Las Cruces, NM","29740","2020-03-05",38,"Good","PM2.5","35-013-0022",7
"Las Cruces, NM","29740","2020-03-06",24,"Good","PM10","35-013-0021",7
"Las Cruces, NM","29740","2020-03-07",35,"Good","PM2.5","35-013-0016",7
"Las Cruces, NM","29740","2020-03-08",11,"Good","PM2.5","35-013-0025",7
"Las Cruces, NM","29740","2020-03-09",12,"Good","PM2.5","35-013-0025",6
"Las Cruces, NM","29740","2020-03-10",29,"Good","PM10","35-013-0021",6
"Las Cruces, NM","29740","2020-03-11",27,"Good","PM10","35-013-0016",6
"Las Cruces, NM","29740","2020-03-12",10,"Good","PM10","35-013-0016",6
"Las Cruces, NM","29740","2020-03-13",11,"Good","PM2.5","35-013-0022",6
"Las Cruces, NM","29740","2020-03-14",17,"Good","PM10","35-013-0021",6
"Las Cruces, NM","29740","2020-03-15",29,"Good","PM10","35-013-0021",6
"Las Cruces, NM","29740","2020-03-16",30,"Good","PM10","35-013-0016",6
"Las Cruces, NM","29740","2020-03-17",35,"Good","PM10","35-013-0021",6
"Las Cruces, NM","29740","2020-03-18",18,"Good","PM2.5","35-013-0016",7
"Las Cruces, NM","29740","2020-03-19",13,"Good","PM2.5","35-013-0025",7
"Las Cruces, NM","29740","2020-03-20",22,"Good","PM10","35-013-0021",7
"Las Cruces, NM","29740","2020-03-21",25,"Good","PM10","35-013-0016",7
"Las Cruces, NM","29740","2020-03-22",24,"Good","PM10","35-013-0016",7
"Las Cruces, NM","29740","2020-03-23",38,"Good","PM10","35-013-0021",7
"Las Cruces, NM","29740","2020-03-24",18,"Good","PM10","35-013-0021",7
"Las Cruces, NM","29740","2020-03-25",31,"Good","PM10","35-013-0016",7
"Las Cruces, NM","29740","2020-03-26",32,"Good","PM10","35-013-0016",7
"Las Cruces, NM","29740","2020-03-27",218,"Very Unhealthy","PM10","35-013-0021",7
"Las Cruces, NM","29740","2020-03-28",22,"Good","PM2.5","35-013-0016",7
"Las Cruces, NM","29740","2020-03-29",41,"Good","PM2.5","35-013-0016",7
"Las Cruces, NM","29740","2020-03-30",29,"Good","PM10","35-013-0021",7
"Las Cruces, NM","29740","2020-03-31",35,"Good","PM10","35-013-0021",7
"Las Vegas-Henderson-Paradise, NV","29820","2020-01-01",157,"Unhealthy","PM2.5","32-003-0561",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-01-02",41,"Good","NO2","32-003-0540",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-01-03",59,"Moderate","PM2.5","32-003-1501",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-01-04",76,"Moderate","PM2.5","32-003-0540",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-01-05",92,"Moderate","PM2.5","32-003-0561",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-01-06",54,"Moderate","PM2.5","32-003-0561",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-01-07",60,"Moderate","PM2.5","32-003-0561",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-01-08",48,"Good","PM2.5","32-003-0540",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-01-09",41,"Good","NO2","32-003-0540",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-01-10",40,"Good","NO2","32-003-1502",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-01-11",68,"Moderate","PM2.5","32-003-0561",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-01-12",60,"Moderate","PM2.5","32-003-0561",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-01-13",63,"Moderate","PM2.5","32-003-0540",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-01-14",60,"Moderate","PM2.5","32-003-0561",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-01-15",74,"Moderate","PM2.5","32-003-0561",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-01-16",70,"Moderate","PM2.5","32-003-0561",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-01-17",42,"Good","NO2","32-003-0561",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-01-18",56,"Moderate","PM2.5","32-003-0561",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-01-19",53,"Moderate","PM2.5","32-003-0561",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-01-20",41,"Good","NO2","32-003-1502",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-01-21",43,"Good","PM2.5","32-003-0540",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-01-22",58,"Moderate","PM2.5","32-003-0561",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-01-23",76,"Moderate","PM2.5","32-003-0561",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-01-24",63,"Moderate","PM2.5","32-003-0561",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-01-25",80,"Moderate","PM2.5","32-003-0561",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-01-26",65,"Moderate","PM2.5","32-003-0561",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-01-27",41,"Good","Ozone","32-003-0071",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-01-28",47,"Good","NO2","32-003-1501",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-01-29",44,"Good","PM2.5","32-003-1501",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-01-30",42,"Good","NO2","32-003-1501",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-01-31",56,"Moderate","PM2.5","32-003-0561",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-02-01",85,"Moderate","PM2.5","32-003-0561",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-02-02",87,"Moderate","PM10","32-003-0540",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-02-03",53,"Moderate","PM10","32-003-0540",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-02-04",38,"Good","Ozone","32-003-1019",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-02-05",40,"Good","NO2","32-003-0561",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-02-06",56,"Moderate","PM2.5","32-003-0561",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-02-07",66,"Moderate","PM2.5","32-003-0561",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-02-08",72,"Moderate","PM2.5","32-003-0540",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-02-09",41,"Good","Ozone","32-003-0043",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-02-10",40,"Good","Ozone","32-003-0601",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-02-11",41,"Good","Ozone","32-003-0071",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-02-12",55,"Moderate","PM2.5","32-003-0540",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-02-13",53,"Moderate","PM2.5","32-003-0561",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-02-14",61,"Moderate","PM2.5","32-003-0561",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-02-15",66,"Moderate","PM2.5","32-003-0540",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-02-16",68,"Moderate","PM2.5","32-003-0561",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-02-17",52,"Moderate","PM2.5","32-003-0561",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-02-18",41,"Good","NO2","32-003-1502",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-02-19",43,"Good","PM2.5","32-003-0561",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-02-20",40,"Good","NO2","32-003-0601",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-02-21",52,"Moderate","PM2.5","32-003-0561",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-02-22",51,"Moderate","PM2.5","32-003-0540",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-02-23",37,"Good","Ozone","32-003-0601",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-02-24",40,"Good","PM2.5","32-003-0540",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-02-25",42,"Good","Ozone","32-003-0601",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-02-26",41,"Good","NO2","32-003-1501",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-02-27",56,"Moderate","PM2.5","32-003-0561",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-02-28",49,"Good","PM2.5","32-003-0540",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-02-29",56,"Moderate","PM2.5","32-003-0540",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-03-01",44,"Good","Ozone","32-003-0601",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-03-02",41,"Good","Ozone","32-003-0601",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-03-03",39,"Good","Ozone","32-003-0601",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-03-04",40,"Good","NO2","32-003-1501",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-03-05",49,"Good","PM2.5","32-003-0540",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-03-06",47,"Good","NO2","32-003-1501",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-03-07",47,"Good","Ozone","32-003-0298",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-03-08",44,"Good","Ozone","32-003-0601",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-03-09",42,"Good","Ozone","32-003-0298",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-03-10",38,"Good","Ozone","32-003-0601",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-03-11",34,"Good","Ozone","32-003-0075",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-03-12",34,"Good","Ozone","32-003-0075",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-03-13",37,"Good","Ozone","32-003-0298",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-03-14",43,"Good","Ozone","32-003-0043",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-03-15",46,"Good","Ozone","32-003-0043",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-03-16",44,"Good","Ozone","32-003-0298",10
"Las Vegas-Henderson-Paradise, NV","29820","2020-03-17",48,"Good","Ozone","32-003-0043",10
"Las Vegas-Henderson-Paradise, NV","29820","2020-03-18",43,"Good","Ozone","32-003-0075",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-03-19",44,"Good","Ozone","32-003-0298",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-03-20",43,"Good","Ozone","32-003-0043",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-03-21",49,"Good","Ozone","32-003-0043",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-03-22",47,"Good","Ozone","32-003-0043",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-03-23",44,"Good","Ozone","32-003-0075",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-03-24",46,"Good","Ozone","32-003-0601",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-03-25",47,"Good","Ozone","32-003-0601",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-03-26",44,"Good","Ozone","32-003-1019",10
"Las Vegas-Henderson-Paradise, NV","29820","2020-03-27",43,"Good","Ozone","32-003-0601",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-03-28",46,"Good","Ozone","32-003-1019",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-03-29",48,"Good","Ozone","32-003-0075",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-03-30",49,"Good","Ozone","32-003-0075",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-03-31",51,"Moderate","Ozone","32-003-0075",11
"Las Vegas-Henderson-Paradise, NV","29820","2020-04-01",5,"Good","CO","32-003-1501",3
"Lawton, OK","30020","2020-01-01",20,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-01-02",16,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-01-03",9,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-01-04",14,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-01-05",17,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-01-06",12,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-01-07",20,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-01-08",25,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-01-09",26,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-01-10",33,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-01-11",25,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-01-12",30,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-01-13",45,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-01-14",34,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-01-15",51,"Moderate","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-01-16",44,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-01-17",15,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-01-18",16,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-01-19",13,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-01-20",18,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-01-21",28,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-01-22",32,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-01-23",13,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-01-24",12,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-01-25",21,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-01-26",31,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-01-27",34,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-01-28",25,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-01-29",23,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-01-30",32,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-01-31",22,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-02-02",10,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-02-03",19,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-02-04",27,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-02-05",24,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-02-06",30,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-02-07",15,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-02-08",17,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-02-09",25,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-02-10",31,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-02-11",23,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-02-12",28,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-02-13",18,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-02-14",19,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-02-15",31,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-02-16",55,"Moderate","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-02-17",50,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-02-18",22,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-02-19",21,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-02-20",43,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-02-21",33,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-02-22",32,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-02-23",34,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-02-24",12,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-02-25",13,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-02-26",36,"Good","Ozone","40-031-0651",1
"Lawton, OK","30020","2020-02-27",42,"Good","Ozone","40-031-0651",1
"Lawton, OK","30020","2020-02-28",39,"Good","Ozone","40-031-0651",1
"Lawton, OK","30020","2020-03-01",39,"Good","Ozone","40-031-0651",1
"Lawton, OK","30020","2020-03-02",34,"Good","Ozone","40-031-0651",1
"Lawton, OK","30020","2020-03-03",39,"Good","Ozone","40-031-0651",1
"Lawton, OK","30020","2020-03-04",52,"Moderate","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-03-05",39,"Good","Ozone","40-031-0651",1
"Lawton, OK","30020","2020-03-06",43,"Good","Ozone","40-031-0651",1
"Lawton, OK","30020","2020-03-07",45,"Good","Ozone","40-031-0651",1
"Lawton, OK","30020","2020-03-08",31,"Good","Ozone","40-031-0651",1
"Lawton, OK","30020","2020-03-09",19,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-03-10",37,"Good","Ozone","40-031-0651",1
"Lawton, OK","30020","2020-03-11",41,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-03-12",46,"Good","Ozone","40-031-0651",1
"Lawton, OK","30020","2020-03-13",30,"Good","Ozone","40-031-0651",1
"Lawton, OK","30020","2020-03-14",23,"Good","Ozone","40-031-0651",1
"Lawton, OK","30020","2020-03-15",21,"Good","Ozone","40-031-0651",1
"Lawton, OK","30020","2020-03-16",20,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-03-17",18,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-03-18",27,"Good","Ozone","40-031-0651",1
"Lawton, OK","30020","2020-03-19",48,"Good","Ozone","40-031-0651",1
"Lawton, OK","30020","2020-03-20",35,"Good","Ozone","40-031-0651",1
"Lawton, OK","30020","2020-03-21",41,"Good","Ozone","40-031-0651",1
"Lawton, OK","30020","2020-03-22",26,"Good","Ozone","40-031-0651",1
"Lawton, OK","30020","2020-03-23",31,"Good","Ozone","40-031-0651",1
"Lawton, OK","30020","2020-03-24",35,"Good","Ozone","40-031-0651",1
"Lawton, OK","30020","2020-03-25",51,"Moderate","Ozone","40-031-0651",1
"Lawton, OK","30020","2020-03-26",45,"Good","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-03-27",61,"Moderate","PM2.5","40-031-0651",1
"Lawton, OK","30020","2020-03-28",48,"Good","Ozone","40-031-0651",1
"Lawton, OK","30020","2020-03-29",45,"Good","Ozone","40-031-0651",1
"Lawton, OK","30020","2020-03-30",37,"Good","Ozone","40-031-0651",1
"Lawton, OK","30020","2020-03-31",46,"Good","Ozone","40-031-0651",1
"Lewiston, ID-WA","30300","2020-01-01",11,"Good","PM2.5","53-003-0004",2
"Lewiston, ID-WA","30300","2020-01-02",11,"Good","PM2.5","53-003-0004",2
"Lewiston, ID-WA","30300","2020-01-03",18,"Good","PM2.5","53-003-0004",2
"Lewiston, ID-WA","30300","2020-01-04",26,"Good","PM2.5","53-003-0004",2
"Lewiston, ID-WA","30300","2020-01-05",34,"Good","PM2.5","53-003-0004",2
"Lewiston, ID-WA","30300","2020-01-06",15,"Good","PM2.5","53-003-0004",2
"Lewiston, ID-WA","30300","2020-01-07",12,"Good","PM2.5","53-003-0004",2
"Lewiston, ID-WA","30300","2020-01-08",11,"Good","PM2.5","53-003-0004",2
"Lewiston, ID-WA","30300","2020-01-09",25,"Good","PM2.5","53-003-0004",2
"Lewiston, ID-WA","30300","2020-01-10",23,"Good","PM2.5","53-003-0004",2
"Lewiston, ID-WA","30300","2020-01-11",25,"Good","PM2.5","16-069-0013",2
"Lewiston, ID-WA","30300","2020-01-12",8,"Good","PM2.5","16-069-0013",2
"Lewiston, ID-WA","30300","2020-01-13",14,"Good","PM2.5","53-003-0004",2
"Lewiston, ID-WA","30300","2020-01-14",29,"Good","PM2.5","16-069-0013",2
"Lewiston, ID-WA","30300","2020-01-15",54,"Moderate","PM2.5","53-003-0004",2
"Lewiston, ID-WA","30300","2020-01-16",54,"Moderate","PM2.5","53-003-0004",2
"Lewiston, ID-WA","30300","2020-01-17",51,"Moderate","PM2.5","53-003-0004",2
"Lewiston, ID-WA","30300","2020-01-18",48,"Good","PM2.5","53-003-0004",2
"Lewiston, ID-WA","30300","2020-01-19",16,"Good","PM2.5","53-003-0004",2
"Lewiston, ID-WA","30300","2020-01-20",24,"Good","PM2.5","53-003-0004",2
"Lewiston, ID-WA","30300","2020-01-21",47,"Good","PM2.5","53-003-0004",2
"Lewiston, ID-WA","30300","2020-01-22",57,"Moderate","PM2.5","53-003-0004",2
"Lewiston, ID-WA","30300","2020-01-23",12,"Good","PM2.5","53-003-0004",2
"Lewiston, ID-WA","30300","2020-01-24",50,"Good","PM2.5","53-003-0004",2
"Lewiston, ID-WA","30300","2020-01-25",42,"Good","PM2.5","53-003-0004",2
"Lewiston, ID-WA","30300","2020-01-26",60,"Moderate","PM2.5","53-003-0004",2
"Lewiston, ID-WA","30300","2020-01-27",97,"Moderate","PM2.5","53-003-0004",2
"Lewiston, ID-WA","30300","2020-01-28",38,"Good","PM2.5","53-003-0004",2
"Lewiston, ID-WA","30300","2020-01-29",55,"Moderate","PM2.5","53-003-0004",2
