"CBSA","CBSA Code","Date","AQI","Category","Defining Parameter","Defining Site","Number of Sites Reporting"
"Amarillo, TX","11100","2020-02-01",36,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2020-02-02",34,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2020-02-03",25,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2020-02-04",29,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2020-02-05",31,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2020-02-06",35,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2020-02-07",36,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2020-02-08",82,"Moderate","SO2","48-375-1077",4
"Amarillo, TX","11100","2020-02-09",34,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2020-02-10",29,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2020-02-11",30,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2020-02-12",35,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2020-02-13",31,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2020-02-14",29,"Good","PM2.5","48-375-0320",4
"Amarillo, TX","11100","2020-02-15",38,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2020-02-16",41,"Good","SO2","48-381-9991",4
"Amarillo, TX","11100","2020-02-17",34,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2020-02-18",35,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2020-02-19",35,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2020-02-20",31,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2020-02-21",35,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2020-02-22",37,"Good","PM2.5","48-375-0320",4
"Amarillo, TX","11100","2020-02-23",36,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2020-02-24",44,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2020-02-25",36,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2020-02-26",40,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2020-02-27",43,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2020-02-28",43,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2020-02-29",86,"Moderate","SO2","48-375-1077",4
"Anchorage, AK","11260","2020-01-04",87,"Moderate","PM2.5","02-170-0008",1
"Anchorage, AK","11260","2020-01-10",31,"Good","PM2.5","02-170-0008",1
"Ann Arbor, MI","11460","2020-01-01",30,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-01-02",28,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-01-03",22,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-01-04",31,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-01-05",31,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-01-06",33,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-01-07",32,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-01-08",32,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-01-09",29,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-01-10",28,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-01-11",28,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-01-12",30,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-01-13",19,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-01-14",21,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-01-15",22,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-01-16",28,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-01-17",28,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-01-18",23,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-01-19",31,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-01-20",38,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-01-21",36,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-01-22",28,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-01-23",18,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-01-24",16,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-01-25",19,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-01-26",27,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-01-27",30,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-01-28",30,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-01-29",29,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-01-30",24,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-01-31",27,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-02-01",23,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-02-02",33,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-02-03",27,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-02-04",30,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-02-05",31,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-02-06",32,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-02-07",35,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-02-08",30,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-02-09",30,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-02-10",31,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-02-11",34,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-02-12",30,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-02-13",31,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-02-14",32,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-02-15",31,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-02-16",38,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-02-17",31,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-02-18",35,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-02-19",36,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-02-20",37,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-02-21",35,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-02-22",36,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-02-23",36,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-02-24",33,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-02-25",35,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-02-26",35,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-02-27",35,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-02-28",37,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2020-02-29",39,"Good","Ozone","26-161-9991",1
"Ardmore, OK","11620","2020-01-01",22,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-01-02",25,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-01-03",20,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-01-04",13,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-01-05",19,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-01-06",16,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-01-07",27,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-01-08",34,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-01-09",29,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-01-10",30,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-01-11",32,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-01-12",35,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-01-13",51,"Moderate","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-01-14",38,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-01-15",44,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-01-16",52,"Moderate","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-01-17",15,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-01-18",15,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-01-19",12,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-01-20",15,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-01-21",30,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-01-22",23,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-01-23",15,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-01-24",12,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-01-25",18,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-01-26",27,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-01-27",36,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-01-28",25,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-01-29",29,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-01-30",23,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-01-31",20,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-02-02",10,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-02-03",27,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-02-04",43,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-02-05",36,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-02-06",35,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-02-07",34,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-02-08",53,"Moderate","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-02-09",33,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-02-10",42,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-02-11",31,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-02-12",24,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-02-13",34,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-02-14",33,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-02-15",41,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-02-16",41,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-02-17",43,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-02-18",39,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-02-19",38,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-02-20",32,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-02-21",39,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-02-22",41,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-02-23",40,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-02-24",32,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-02-25",36,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-02-26",36,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-02-27",43,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-02-28",40,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-02-29",54,"Moderate","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-03-01",42,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-03-02",43,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-03-03",55,"Moderate","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-03-04",57,"Moderate","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-03-05",42,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-03-06",44,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-03-07",52,"Moderate","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-03-08",51,"Moderate","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-03-09",35,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-03-10",40,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-03-11",36,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-03-12",44,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-03-13",30,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-03-14",22,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-03-15",20,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-03-16",28,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-03-17",24,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-03-18",28,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-03-19",39,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-03-20",28,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-03-21",34,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-03-22",21,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-03-23",33,"Good","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-03-24",43,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-03-25",64,"Moderate","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-03-26",63,"Moderate","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-03-27",62,"Moderate","PM2.5","40-019-0297",1
"Ardmore, OK","11620","2020-03-28",47,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-03-29",47,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-03-30",41,"Good","Ozone","40-019-0297",1
"Ardmore, OK","11620","2020-03-31",46,"Good","Ozone","40-019-0297",1
"Arkadelphia, AR","11660","2020-02-01",33,"Good","Ozone","05-019-9991",1
"Arkadelphia, AR","11660","2020-02-02",40,"Good","Ozone","05-019-9991",1
"Arkadelphia, AR","11660","2020-02-03",36,"Good","Ozone","05-019-9991",1
"Arkadelphia, AR","11660","2020-02-04",27,"Good","Ozone","05-019-9991",1
"Arkadelphia, AR","11660","2020-02-05",17,"Good","Ozone","05-019-9991",1
"Arkadelphia, AR","11660","2020-02-06",26,"Good","Ozone","05-019-9991",1
"Arkadelphia, AR","11660","2020-02-07",28,"Good","Ozone","05-019-9991",1
"Arkadelphia, AR","11660","2020-02-08",33,"Good","Ozone","05-019-9991",1
"Arkadelphia, AR","11660","2020-02-09",31,"Good","Ozone","05-019-9991",1
"Arkadelphia, AR","11660","2020-02-10",25,"Good","Ozone","05-019-9991",1
"Arkadelphia, AR","11660","2020-02-11",27,"Good","Ozone","05-019-9991",1
"Arkadelphia, AR","11660","2020-02-12",25,"Good","Ozone","05-019-9991",1
"Arkadelphia, AR","11660","2020-02-13",30,"Good","Ozone","05-019-9991",1
"Arkadelphia, AR","11660","2020-02-14",33,"Good","Ozone","05-019-9991",1
"Arkadelphia, AR","11660","2020-02-15",31,"Good","Ozone","05-019-9991",1
"Arkadelphia, AR","11660","2020-02-16",35,"Good","Ozone","05-019-9991",1
"Arkadelphia, AR","11660","2020-02-17",26,"Good","Ozone","05-019-9991",1
"Arkadelphia, AR","11660","2020-02-18",31,"Good","Ozone","05-019-9991",1
"Arkadelphia, AR","11660","2020-02-19",31,"Good","Ozone","05-019-9991",1
"Arkadelphia, AR","11660","2020-02-20",34,"Good","Ozone","05-019-9991",1
"Arkadelphia, AR","11660","2020-02-21",36,"Good","Ozone","05-019-9991",1
"Arkadelphia, AR","11660","2020-02-22",34,"Good","Ozone","05-019-9991",1
"Arkadelphia, AR","11660","2020-02-23",25,"Good","Ozone","05-019-9991",1
"Arkadelphia, AR","11660","2020-02-24",32,"Good","Ozone","05-019-9991",1
"Arkadelphia, AR","11660","2020-02-25",31,"Good","Ozone","05-019-9991",1
"Arkadelphia, AR","11660","2020-02-26",34,"Good","Ozone","05-019-9991",1
"Arkadelphia, AR","11660","2020-02-27",39,"Good","Ozone","05-019-9991",1
"Arkadelphia, AR","11660","2020-02-28",39,"Good","Ozone","05-019-9991",1
"Arkadelphia, AR","11660","2020-02-29",48,"Good","Ozone","05-019-9991",1
"Asheville, NC","11700","2020-01-01",3,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-01-02",30,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-01-03",13,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-01-04",0,"Good","SO2","37-087-0013",3
"Asheville, NC","11700","2020-01-05",4,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-01-06",5,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-01-07",12,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-01-08",7,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-01-09",22,"Good","PM2.5","37-021-0034",2
"Asheville, NC","11700","2020-01-10",16,"Good","PM2.5","37-021-0034",2
"Asheville, NC","11700","2020-01-11",2,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-01-12",4,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-01-13",28,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-01-14",10,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-01-15",3,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-01-16",5,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-01-17",11,"Good","SO2","37-087-0013",3
"Asheville, NC","11700","2020-01-18",13,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-01-19",5,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-01-20",9,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-01-21",17,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-01-22",36,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-01-23",21,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-01-24",5,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-01-25",1,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-01-26",3,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-01-27",10,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-01-28",8,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-01-29",30,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-01-30",34,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-01-31",38,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-02-01",25,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-02-02",10,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-02-03",14,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-02-04",26,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-02-05",15,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-02-06",2,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-02-07",0,"Good","SO2","37-087-0013",3
"Asheville, NC","11700","2020-02-08",11,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-02-09",11,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-02-10",4,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-02-11",0,"Good","SO2","37-087-0013",3
"Asheville, NC","11700","2020-02-12",16,"Good","SO2","37-087-0013",3
"Asheville, NC","11700","2020-02-13",0,"Good","SO2","37-087-0013",3
"Asheville, NC","11700","2020-02-14",6,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-02-15",13,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-02-16",44,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-02-17",55,"Moderate","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-02-18",15,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-02-19",3,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-02-20",9,"Good","SO2","37-087-0013",3
"Asheville, NC","11700","2020-02-21",10,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-02-22",17,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-02-23",3,"Good","SO2","37-087-0013",2
"Asheville, NC","11700","2020-02-24",0,"Good","SO2","37-087-0013",2
"Asheville, NC","11700","2020-02-25",0,"Good","SO2","37-087-0013",2
"Asheville, NC","11700","2020-02-26",12,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-02-27",0,"Good","SO2","37-087-0013",3
"Asheville, NC","11700","2020-02-28",7,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-02-29",10,"Good","PM2.5","37-021-0034",3
"Asheville, NC","11700","2020-03-01",6,"Good","SO2","37-087-0013",2
"Asheville, NC","11700","2020-03-02",0,"Good","SO2","37-087-0013",2
"Asheville, NC","11700","2020-03-03",0,"Good","SO2","37-087-0013",2
"Asheville, NC","11700","2020-03-04",1,"Good","SO2","37-087-0013",2
"Asheville, NC","11700","2020-03-05",3,"Good","SO2","37-087-0013",2
"Asheville, NC","11700","2020-03-06",0,"Good","SO2","37-087-0013",2
"Asheville, NC","11700","2020-03-07",0,"Good","SO2","37-087-0013",2
"Asheville, NC","11700","2020-03-08",14,"Good","SO2","37-087-0013",2
"Asheville, NC","11700","2020-03-09",1,"Good","SO2","37-087-0013",2
"Asheville, NC","11700","2020-03-10",0,"Good","SO2","37-087-0013",2
"Asheville, NC","11700","2020-03-11",0,"Good","SO2","37-087-0013",2
"Asheville, NC","11700","2020-03-12",4,"Good","SO2","37-087-0013",2
"Asheville, NC","11700","2020-03-13",0,"Good","SO2","37-087-0013",2
"Asheville, NC","11700","2020-03-14",16,"Good","SO2","37-087-0013",2
"Asheville, NC","11700","2020-03-15",14,"Good","SO2","37-087-0013",2
"Asheville, NC","11700","2020-03-16",21,"Good","SO2","37-087-0013",2
"Asheville, NC","11700","2020-03-17",1,"Good","SO2","37-021-0037",2
"Asheville, NC","11700","2020-03-18",6,"Good","SO2","37-087-0013",2
"Asheville, NC","11700","2020-03-19",1,"Good","SO2","37-087-0013",2
"Asheville, NC","11700","2020-03-20",0,"Good","SO2","37-087-0013",2
"Asheville, NC","11700","2020-03-21",0,"Good","SO2","37-087-0013",2
"Asheville, NC","11700","2020-03-22",9,"Good","SO2","37-087-0013",2
"Asheville, NC","11700","2020-03-23",3,"Good","SO2","37-087-0013",2
"Asheville, NC","11700","2020-03-24",1,"Good","SO2","37-087-0013",2
"Asheville, NC","11700","2020-03-25",0,"Good","SO2","37-087-0013",2
